ID,PHOTO,NAME,TEAM,FC_BC,#,COLLEGE,WEIGHT,HEIGHT,AGE,DOB,EXP,POS
201143,https://cdn.nba.com/headshots/nba/latest/260x190/201143.png,Al Horford,GSW,FC,20,Florida,240,"6'9""",39,03/06/1986,18,C
1630228,https://cdn.nba.com/headshots/nba/latest/520x380/1630228.png,Jonathan Kuminga,ATL,FC,1,None,225,"6'7""",23,06/10/2002,4,PF
1627741,https://cdn.nba.com/headshots/nba/latest/260x190/1627741.png,Buddy Hield,ATL,BC,7,Oklahoma,220,"6'4""",33,12/17/1992,9,SF
202685,https://cdn.nba.com/headshots/nba/latest/520x380/202685.png,Jonas Valančiūnas,DEN,FC,17,None,265,"6'11""",33,06/05/1992,13,C
202691,https://cdn.nba.com/headshots/nba/latest/520x380/202691.png,Klay Thompson,DAL,BC,31,Washington State,220,"6'6""",35,08/02/1990,14,SG
1630230,https://cdn.nba.com/headshots/nba/latest/520x380/1630230.png,Naji Marshall,DAL,FC,13,Xavier,225,"6'6""",28,1/24/1998,5,SF
1629684,https://cdn.nba.com/headshots/nba/latest/520x380/1629684.png,Grant Williams,CHA,FC,2,Tennessee,236,"6'6""",27,11/30/1998,6,PF
1630544,https://cdn.nba.com/headshots/nba/latest/520x380/1630544.png,Tre Mann,CHA,BC,23,Florida,178,"6'3""",25,03/02/2001,4,PG
1642258,https://cdn.nba.com/headshots/nba/latest/520x380/1642258.png,Zaccharie Risacher,ATL,FC,10,None,215,"6'9""",20,08/04/2005,1,SF
1631210,https://cdn.nba.com/headshots/nba/latest/520x380/1631210.png,Jacob Toppin,ATL,FC,0,Kentucky,200,"6'8""",25,08/05/2000,2,SF
1628379,https://cdn.nba.com/headshots/nba/latest/520x380/1628379.png,Luke Kennard,LAL,BC,3,Duke,206,"6'5""",29,6/24/1996,8,SG
1641715,https://cdn.nba.com/headshots/nba/latest/260x190/1641715.png,Cam Whitmore,WAS,FC,1,Villanova,250,"6'7""",21,08/07/2004,2,SF
1642848,https://cdn.nba.com/headshots/nba/latest/520x380/1642848.png,Tre Johnson,WAS,BC,12,Texas,196,"6'6""",19,07/03/2006,,SG
1641711,https://cdn.nba.com/headshots/nba/latest/520x380/1641711.png,Gradey Dick,TOR,BC,1,Kansas,209,"6'7""",22,11/20/2003,2,SG
1629640,https://cdn.nba.com/headshots/nba/latest/520x380/1629640.png,Keldon Johnson,SAS,FC,3,Kentucky,215,"6'6""",26,11/10/1999,6,SF
1631165,https://cdn.nba.com/headshots/nba/latest/520x380/1631165.png,Keon Ellis,CLE,BC,23,Alabama,175,"6'5""",25,08/01/2000,3,SG
1628415,https://cdn.nba.com/headshots/nba/latest/520x380/1628415.png,Dillon Brooks,PHX,BC,3,Oregon,225,"6'6""",30,1/22/1996,8,SF
1642272,https://cdn.nba.com/headshots/nba/latest/520x380/1642272.png,Jared McCain,OKC,BC,20,Duke,210,"6'3""",22,2/20/2004,1,PG
1629656,https://cdn.nba.com/headshots/nba/latest/520x380/1629656.png,Quentin Grimes,PHI,BC,5,Houston,210,"6'4""",25,08/05/2000,4,SG
1629048,https://cdn.nba.com/headshots/nba/latest/520x380/1629048.png,Goga Bitadze,ORL,FC,35,None,250,"6'11""",26,7/20/1999,6,C
1641710,https://cdn.nba.com/headshots/nba/latest/260x190/1641710.png,Anthony Black,ORL,BC,0,Arkansas,212,"6'7""",22,1/20/2004,2,PG
1627936,https://cdn.nba.com/headshots/nba/latest/260x190/1627936.png,Alex Caruso,OKC,BC,9,Texas A&M,187,"6'5""",32,2/28/1994,8,SG
1641717,https://cdn.nba.com/headshots/nba/latest/260x190/1641717.png,Cason Wallace,OKC,BC,22,Kentucky,200,"6'4""",22,07/11/2003,2,PG
1629011,https://cdn.nba.com/headshots/nba/latest/520x380/1629011.png,Mitchell Robinson,NYK,FC,23,Western Kentucky,240,"7'0""",28,01/04/1998,7,C
1627824,https://cdn.nba.com/headshots/nba/latest/520x380/1627824.png,Guerschon Yabusele,CHI,FC,28,None,265,"6'8""",30,12/17/1995,3,PF
1630631,https://cdn.nba.com/headshots/nba/latest/520x380/1630631.png,Jose Alvarado,NYK,BC,15,Georgia Tech,182,"6'0""",27,12/04/1998,4,PG
201144,https://cdn.nba.com/headshots/nba/latest/520x380/201144.png,Mike Conley,MIN,BC,10,Ohio State,183,"6'1""",38,11/10/1987,18,PG
1630175,https://cdn.nba.com/headshots/nba/latest/260x190/1630175.png,Cole Anthony,MIL,BC,50,North Carolina,198,"6'2""",25,5/15/2000,5,PG
1629660,https://cdn.nba.com/headshots/nba/latest/520x380/1629660.png,Ty Jerome,MEM,BC,2,Virginia,195,"6'5""",28,08/07/1997,6,PG
203935,https://cdn.nba.com/headshots/nba/latest/520x380/203935.png,Marcus Smart,LAL,BC,36,Oklahoma State,220,"6'3""",31,06/03/1994,11,PG
204456,https://cdn.nba.com/headshots/nba/latest/520x380/204456.png,T.J. McConnell,IND,BC,9,Arizona,190,"6'1""",33,3/25/1992,10,PG
1631218,https://cdn.nba.com/headshots/nba/latest/520x380/1631218.png,Trayce Jackson-Davis,TOR,FC,32,Indiana,245,"6'9""",26,2/22/2000,2,PF
1628997,https://cdn.nba.com/headshots/nba/latest/260x190/1628997.png,Caleb Martin,DAL,FC,16,Nevada,205,"6'5""",30,9/28/1995,6,PF
1631108,https://cdn.nba.com/headshots/nba/latest/520x380/1631108.png,Max Christie,DAL,BC,0,MIchigan State,205,"6'5""",22,10/02/2003,3,SG
1628989,https://cdn.nba.com/headshots/nba/latest/520x380/1628989.png,Kevin Huerter,DET,BC,13,Maryland,198,"6'7""",27,8/27/1998,7,SG
1630549,https://cdn.nba.com/headshots/nba/latest/260x190/1630549.png,Day'Ron Sharpe,BKN,FC,20,North Carolina,265,"6'10""",24,06/11/2001,4,C
1629638,https://cdn.nba.com/headshots/nba/latest/520x380/1629638.png,Nickeil Alexander-Walker,ATL,BC,7,Virginia Tech,192,"6'5""",28,02/09/1998,6,SG
1642273,https://cdn.nba.com/headshots/nba/latest/520x380/1642273.png,Kyshawn George,WAS,FC,18,Miami (FL),211,"6'9""",22,12/12/2003,1,SF
1628436,https://cdn.nba.com/headshots/nba/latest/520x380/1628436.png,Luke Kornet,SAS,FC,7,Vanderbilt,250,"7'1""",30,7/15/1995,8,C
203084,https://cdn.nba.com/headshots/nba/latest/520x380/203084.png,Harrison Barnes,SAS,FC,40,North Carolina,225,"6'8""",33,5/30/1992,13,SF
1630577,https://cdn.nba.com/headshots/nba/latest/520x380/1630577.png,Julian Champagnie,SAS,FC,30,St. John's,215,"6'7""",24,6/29/2001,3,SF
1629057,https://cdn.nba.com/headshots/nba/latest/520x380/1629057.png,Robert Williams III,POR,FC,35,Texas A&M,249,"6'10""",28,10/17/1997,7,C
1630692,https://cdn.nba.com/headshots/nba/latest/520x380/1630692.png,Jordan Goodwin,PHX,BC,23,St. Louis,200,"6'3""",27,10/23/1998,4,PG
1628960,https://cdn.nba.com/headshots/nba/latest/520x380/1628960.png,Grayson Allen,PHX,BC,8,Duke,218,"6'4""",30,08/10/1995,7,SF
203083,https://cdn.nba.com/headshots/nba/latest/260x190/203083.png,Andre Drummond,PHI,FC,1,Connecticut,279,"6'11""",32,10/08/1993,13,C
1642845,https://cdn.nba.com/headshots/nba/latest/520x380/1642845.png,VJ Edgecombe,PHI,BC,77,Baylor,190,"6'4""",20,7/30/2005,0,SG
1629021,https://cdn.nba.com/headshots/nba/latest/520x380/1629021.png,Moritz Wagner,ORL,FC,21,Michigan,250,"6'11""",28,4/26/1997,7,C
1630598,https://cdn.nba.com/headshots/nba/latest/260x190/1630598.png,Aaron Wiggins,OKC,BC,21,Maryland,200,"6'6""",27,02/01/1999,4,SG
1629018,https://cdn.nba.com/headshots/nba/latest/520x380/1629018.png,Gary Trent Jr.,MIL,BC,5,Duke,201,"6'4""",27,1/18/1999,7,SG
1631107,https://cdn.nba.com/headshots/nba/latest/520x380/1631107.png,Nikola Jović,MIA,FC,5,None,205,"6'10""",22,09/06/2003,3,SF
1630558,https://cdn.nba.com/headshots/nba/latest/260x190/1630558.png,Davion Mitchell,MIA,BC,45,Baylor,202,"6'0""",27,05/09/1998,4,PG
1629634,https://cdn.nba.com/headshots/nba/latest/520x380/1629634.png,Brandon Clarke,MEM,FC,15,Gonzaga,215,"6'8""",29,9/19/1996,6,PF
1627739,https://cdn.nba.com/headshots/nba/latest/520x380/1627739.png,Kris Dunn,LAC,BC,8,Providence,205,"6'3""",31,3/18/1994,9,PG
1629001,https://cdn.nba.com/headshots/nba/latest/520x380/1629001.png,De'Anthony Melton,GSW,BC,8,Southern California,200,"6'3""",27,5/28/1998,7,SG
1641842,https://cdn.nba.com/headshots/nba/latest/520x380/1641842.png,Ronald Holland II,DET,FC,5,None,197,"6'7""",20,07/07/2005,1,SF
1629130,https://cdn.nba.com/headshots/nba/latest/520x380/1629130.png,Duncan Robinson,DET,FC,55,Michigan,215,"6'7""",31,4/22/1994,7,SG
1631212,https://cdn.nba.com/headshots/nba/latest/520x380/1631212.png,Peyton Watson,DEN,FC,8,UCLA,200,"6'7""",23,11/09/2002,3,SF
203501,https://cdn.nba.com/headshots/nba/latest/520x380/203501.png,Tim Hardaway Jr.,DEN,BC,10,Michigan,205,"6'5""",33,3/16/1992,12,SF
1629622,https://cdn.nba.com/headshots/nba/latest/520x380/1629622.png,Max Strus,CLE,BC,1,DePaul,215,"6'5""",29,28/03/1996,6,SG
1641824,https://cdn.nba.com/headshots/nba/latest/520x380/1641824.png,Matas Buzelis,CHI,FC,14,None,209,"6'10""",21,10/13/2004,1,SF
203486,https://cdn.nba.com/headshots/nba/latest/520x380/203486.png,Mason Plumlee,SAS,FC,22,Duke,254,"6'10""",35,05/03/1990,12,C
1630533,https://cdn.nba.com/headshots/nba/latest/520x380/1630533.png,Ziaire Williams,BKN,FC,1,Stanford,206,"6'9""",24,12/09/2001,4,SF
1630551,https://cdn.nba.com/headshots/nba/latest/520x380/1630551.png,Justin Champagnie,WAS,FC,9,Pittsburgh,210,"6'7""",24,6/29/2001,4,SG
1630557,https://cdn.nba.com/headshots/nba/latest/260x190/1630557.png,Corey Kispert,ATL,FC,24,Gonzaga,225,"6'7""",27,03/03/1999,4,SF
1641707,https://cdn.nba.com/headshots/nba/latest/520x380/1641707.png,Taylor Hendricks,MEM,FC,0,Central Florida,227,"6'9""",22,11/22/2003,2,PF
1642383,https://cdn.nba.com/headshots/nba/latest/520x380/1642383.png,Walter Clayton Jr.,MEM,BC,13,Florida,195,"6'3""",22,06/03/2003,0,PG
1642367,https://cdn.nba.com/headshots/nba/latest/520x380/1642367.png,Jonathan Mogbo,TOR,FC,2,San Francisco,219,"6'7""",24,10/29/2001,1,PF
1642867,https://cdn.nba.com/headshots/nba/latest/260x190/1642867.png,Collin Murray-Boyles,TOR,FC,12,South Carolina,245,"6'7""",20,10/06/2005,,PF
1630534,https://cdn.nba.com/headshots/nba/latest/520x380/1630534.png,Ochai Agbaji,BKN,BC,30,Kansas,220,"6'5""",25,4/20/2000,3,SG
203482,https://cdn.nba.com/headshots/nba/latest/520x380/203482.png,Kelly Olynyk,SAS,FC,8,Gonzaga,250,"6'11""",34,4/19/1991,12,PF
1628371,https://cdn.nba.com/headshots/nba/latest/520x380/1628371.png,Jonathan Isaac,ORL,FC,1,Florida State,240,"6'10""",28,03/10/1997,8,PF
1630540,https://cdn.nba.com/headshots/nba/latest/520x380/1630540.png,Miles McBride,NYK,BC,2,West Virginia,195,"6'1""",25,08/09/2000,4,PG
1627752,https://cdn.nba.com/headshots/nba/latest/520x380/1627752.png,Taurean Prince,MIL,FC,12,Baylor,218,"6'6""",31,3/22/1994,9,SF
1631222,https://cdn.nba.com/headshots/nba/latest/520x380/1631222.png,Jake LaRavia,LAL,FC,12,Wake Forest,237,"6'7""",24,03/11/2001,3,PF
1627884,https://cdn.nba.com/headshots/nba/latest/260x190/1627884.png,Derrick Jones Jr.,LAC,FC,5,UNLV,210,"6'6""",29,2/15/1997,9,SF
1630543,https://cdn.nba.com/headshots/nba/latest/520x380/1630543.png,Isaiah Jackson,LAC,FC,22,Kentucky,205,"6'9""",23,10/01/2002,4,PF
1627827,https://cdn.nba.com/headshots/nba/latest/520x380/1627827.png,Dorian Finney-Smith,HOU,FC,2,Florida,225,"6'7""",32,04/05/1993,9,PF
1630541,https://cdn.nba.com/headshots/nba/latest/520x380/1630541.png,Moses Moody,GSW,BC,4,Arkansas,211,"6'5""",23,5/31/2002,4,SG
1626204,https://cdn.nba.com/headshots/nba/latest/520x380/1626204.png,Larry Nance Jr.,CLE,FC,22,Wyoming,245,"6'7""",33,01/01/1993,10,PF
1628366,https://cdn.nba.com/headshots/nba/latest/520x380/1628366.png,Lonzo Ball,CLE,BC,2,UCLA,205,"6'6""",28,10/27/1997,8,PG
1630172,https://cdn.nba.com/headshots/nba/latest/520x380/1630172.png,Patrick Williams,CHI,FC,44,Florida State,215,"6'7""",24,8/26/2001,5,PF
1630188,https://cdn.nba.com/headshots/nba/latest/520x380/1630188.png,Jalen Smith,CHI,FC,25,Maryland,215,"6'9""",25,3/16/2000,5,PF
1630573,https://cdn.nba.com/headshots/nba/latest/520x380/1630573.png,Sam Hauser,BOS,FC,30,Virginia,221,"6'8""",28,08/12/1997,4,SF
1641729,https://cdn.nba.com/headshots/nba/latest/260x190/1641729.png,Brice Sensabaugh,UTA,FC,28,Ohio State,240,"6'6""",22,10/30/2003,2,SF
1642347,https://cdn.nba.com/headshots/nba/latest/520x380/1642347.png,Jamal Shead,TOR,BC,23,Houston,200,"6'0""",23,7/24/2002,1,PG
1629680,https://cdn.nba.com/headshots/nba/latest/520x380/1629680.png,Matisse Thybulle,POR,BC,4,Washington,202,"6'6""",28,04/03/1997,6,SG
1642345,https://cdn.nba.com/headshots/nba/latest/520x380/1642345.png,Oso Ighodaro,PHX,FC,11,Marquette,227,"6'11""",24,02/07/2002,1,PF
1642863,https://cdn.nba.com/headshots/nba/latest/520x380/1642863.png,Khaman Maluach,PHX,FC,10,Duke,253,"7'1""",19,9/14/2006,0,C
200768,https://cdn.nba.com/headshots/nba/latest/520x380/200768.png,Kyle Lowry,PHI,BC,7,Villanova,196,"6'0""",39,3/25/1986,19,PG
1630198,https://cdn.nba.com/headshots/nba/latest/520x380/1630198.png,Isaiah Joe,OKC,BC,11,Arkansas,178,"6'5""",27,02/07/1999,5,SG
1626172,https://cdn.nba.com/headshots/nba/latest/520x380/1626172.png,Kevon Looney,NOP,FC,55,UCLA,249,"6'9""",29,06/02/1996,10,C
1631255,https://cdn.nba.com/headshots/nba/latest/520x380/1631255.png,Karlo Matković,NOP,FC,17,None,260,"6'11""",24,3/30/2001,1,PF
1641722,https://cdn.nba.com/headshots/nba/latest/520x380/1641722.png,Jordan Hawkins,NOP,BC,24,Connecticut,185,"6'5""",23,4/29/2002,2,SG
1629637,https://cdn.nba.com/headshots/nba/latest/520x380/1629637.png,Jaxson Hayes,LAL,FC,11,Texas,225,"7'0""",25,5/23/2000,6,C
1641716,https://cdn.nba.com/headshots/nba/latest/520x380/1641716.png,Jarace Walker,IND,FC,5,Houston,235,"6'7""",22,04/09/2003,2,PF
203500,https://cdn.nba.com/headshots/nba/latest/520x380/203500.png,Steven Adams,HOU,FC,12,Pittsburgh,265,"6'11""",32,7/20/1993,12,C
1630194,https://cdn.nba.com/headshots/nba/latest/520x380/1630194.png,Paul Reed,DET,FC,7,DePaul,210,"6'9""",26,6/14/1999,5,PF
1628971,https://cdn.nba.com/headshots/nba/latest/260x190/1628971.png,Bruce Brown,DEN,FC,11,Miami (FL),202,"6'4""",29,8/15/1996,7,SG
1630314,https://cdn.nba.com/headshots/nba/latest/260x190/1630314.png,Brandon Williams,DAL,BC,10,Arizona,190,"6'1""",26,11/22/1999,3,PG
1630200,https://cdn.nba.com/headshots/nba/latest/520x380/1630200.png,Tre Jones,CHI,BC,30,Duke,185,"6'1""",25,08/01/2000,5,PG
1631217,https://cdn.nba.com/headshots/nba/latest/520x380/1631217.png,Moussa Diabaté,CHA,FC,14,Michigan,210,"6'9""",24,1/21/2002,3,PF
1642851,https://cdn.nba.com/headshots/nba/latest/520x380/1642851.png,Kon Knueppel,CHA,BC,7,Duke,217,"6'7""",20,03/08/2005,0,SG
1641730,https://cdn.nba.com/headshots/nba/latest/520x380/1641730.png,Noah Clowney,BKN,FC,21,Alabama,234,"6'9""",21,7/14/2004,2,PF
1630592,https://cdn.nba.com/headshots/nba/latest/520x380/1630592.png,Jalen Wilson,BKN,FC,22,Kansas,230,"6'6""",25,04/11/2000,2,SF
1629611,https://cdn.nba.com/headshots/nba/latest/520x380/1629611.png,Terance Mann,BKN,BC,14,Florida State,220,"6'5""",29,10/18/1996,6,PG
1642856,https://cdn.nba.com/headshots/nba/latest/520x380/1642856.png,Egor Dëmin,BKN,BC,8,BYU,210,"6'8""",20,03/03/2006,0,PG
1628449,https://cdn.nba.com/headshots/nba/latest/260x190/1628449.png,Chris Boucher,BOS,FC,99,Oregon,202,"6'9""",32,11/01/1993,8,PF
1630249,https://cdn.nba.com/headshots/nba/latest/520x380/1630249.png,Vít Krejčí,POR,BC,27,None,195,"6'8""",25,6/19/2000,4,SG
1627777,https://cdn.nba.com/headshots/nba/latest/520x380/1627777.png,Georges Niang,,FC,31,Iowa State,230,"6'7""",32,17/06/1993,9,SF
203937,https://cdn.nba.com/headshots/nba/latest/520x380/203937.png,Kyle Anderson,MIN,FC,2,UCLA,230,"6'9""",32,9/20/1993,11,SF
201567,https://cdn.nba.com/headshots/nba/latest/520x380/201567.png,Kevin Love,UTA,FC,42,UCLA,251,"6'8""",37,07/09/1988,17,PF
1642266,https://cdn.nba.com/headshots/nba/latest/520x380/1642266.png,Ja'Kobe Walter,TOR,BC,14,Baylor,201,"6'4""",21,04/09/2004,1,SG
202687,https://cdn.nba.com/headshots/nba/latest/260x190/202687.png,Bismack Biyombo,SAS,FC,18,None,260,"6'8""",33,8/28/1992,14,C
1642868,https://cdn.nba.com/headshots/nba/latest/260x190/1642868.png,Carter Bryant,SAS,FC,11,Arizona,220,"6'6""",20,11/26/2005,0,SF
1642269,https://cdn.nba.com/headshots/nba/latest/520x380/1642269.png,Devin Carter,SAC,BC,22,Providence,188,"6'2""",23,3/18/2002,1,PG
1642346,https://cdn.nba.com/headshots/nba/latest/520x380/1642346.png,Ryan Dunn,PHX,FC,0,Virginia,220,"6'8""",22,07/01/2003,1,SF
1630570,https://cdn.nba.com/headshots/nba/latest/520x380/1630570.png,Trendon Watford,PHI,FC,12,Louisiana State,245,"6'8""",25,09/11/2000,4,PF
1641737,https://cdn.nba.com/headshots/nba/latest/260x190/1641737.png,Adem Bona,PHI,FC,30,UCLA,235,"6'10""",22,3/28/2003,1,C
1642348,https://cdn.nba.com/headshots/nba/latest/520x380/1642348.png,Justin Edwards,PHI,FC,11,Kentucky,245,"6'8""",22,12/16/2003,1,SF
1641787,https://cdn.nba.com/headshots/nba/latest/520x380/1641787.png,Tosan Evbuomwan,CHA,FC,20,Princeton,217,"6'7""",25,2/16/2001,2,SF
1642852,https://cdn.nba.com/headshots/nba/latest/260x190/1642852.png,Derik Queen,NOP,FC,22,Maryland,248,"6'10""",21,12/27/2004,0,C
1630548,https://cdn.nba.com/headshots/nba/latest/520x380/1630548.png,Johnny Juzang,MIN,BC,9,UCLA,225,"6'7""",24,3/17/2001,3,SF
1629599,https://cdn.nba.com/headshots/nba/latest/260x190/1629599.png,Amir Coffey,PHX,BC,17,Minnesota,202,"6'7""",28,6/17/1997,6,PF
1631157,https://cdn.nba.com/headshots/nba/latest/520x380/1631157.png,Ryan Rollins,MIL,BC,13,Toledo,198,"6'3""",23,03/07/2002,3,SG
1642857,https://cdn.nba.com/headshots/nba/latest/520x380/1642857.png,Kasparas Jakučionis,MIA,BC,25,Illinois,205,"6'5""",19,5/29/2006,0,PG
1642907,https://cdn.nba.com/headshots/nba/latest/260x190/1642907.png,Cedric Coward,MEM,BC,23,Washington State,213,"6'5""",22,11/09/2003,0,SG
1629020,https://cdn.nba.com/headshots/nba/latest/520x380/1629020.png,Jarred Vanderbilt,LAL,FC,2,Kentucky,228,"6'8""",27,03/04/1999,7,SF
1641733,https://cdn.nba.com/headshots/nba/latest/520x380/1641733.png,Nick Smith Jr.,LAL,BC,20,Arkansas,185,"6'2""",21,4/18/2004,2,PG
1642366,https://cdn.nba.com/headshots/nba/latest/520x380/1642366.png,Quinten Post,GSW,FC,21,Boston College,238,"7'0""",25,3/21/2000,1,C
1629750,https://cdn.nba.com/headshots/nba/latest/520x380/1629750.png,Javonte Green,DET,BC,31,Radford,205,"6'4""",32,7/23/1993,6,SG
1630241,https://cdn.nba.com/headshots/nba/latest/520x380/1630241.png,Sam Merrill,CLE,BC,5,Utah State,205,"6'4""",29,5/15/1996,5,SG
1628380,https://cdn.nba.com/headshots/nba/latest/520x380/1628380.png,Zach Collins,CHI,FC,12,Gonzaga,250,"6'11""",28,11/19/1997,8,C
1642275,https://cdn.nba.com/headshots/nba/latest/520x380/1642275.png,Tidjane Salaün,CHA,FC,31,None,207,"6'8""",20,10/08/2005,1,PF
1629312,https://cdn.nba.com/headshots/nba/latest/520x380/1629312.png,Haywood Highsmith,PHX,FC,7,Wheeling Jesuit,218,"6'5""",29,12/09/1996,5,SF
1631213,https://cdn.nba.com/headshots/nba/latest/520x380/1631213.png,Tyrese Martin,PHI,BC,13,Connecticut,220,"6'6""",26,07/03/1999,2,SG
1629004,https://cdn.nba.com/headshots/nba/latest/520x380/1629004.png,Svi Mykhailiuk,UTA,BC,10,Kansas,227,"6'7""",28,10/06/1997,7,SF
1631133,https://cdn.nba.com/headshots/nba/latest/520x380/1631133.png,Jabari Walker,PHI,FC,33,Colorado,235,"6'7""",23,7/30/2002,3,PF
201569,https://cdn.nba.com/headshots/nba/latest/520x380/201569.png,Eric Gordon,PHI,BC,23,Indiana,215,"6'3""",37,12/25/1988,17,SF
1641783,https://cdn.nba.com/headshots/nba/latest/520x380/1641783.png,Tristan da Silva,ORL,FC,23,Colorado,217,"6'8""",24,5/15/2001,1,PF
1629026,https://cdn.nba.com/headshots/nba/latest/520x380/1629026.png,Kenrich Williams,OKC,FC,34,TCU,207,"6'7""",32,02/12/1994,7,PF
1631119,https://cdn.nba.com/headshots/nba/latest/520x380/1631119.png,Jaylin Williams,OKC,FC,6,Arkansas,241,"6'10""",23,6/29/2002,3,PF
1642260,https://cdn.nba.com/headshots/nba/latest/520x380/1642260.png,Nikola Topić,OKC,BC,44,None,218,"6'6""",20,10/08/2005,0,PG
1642847,https://cdn.nba.com/headshots/nba/latest/520x380/1642847.png,Jeremiah Fears,NOP,BC,0,Oklahoma,183,"6'4""",19,10/14/2006,0,PG
1642265,https://cdn.nba.com/headshots/nba/latest/520x380/1642265.png,Rob Dillingham,CHI,BC,4,Kentucky,170,"6'2""",20,04/01/2005,1,PG
1631260,https://cdn.nba.com/headshots/nba/latest/260x190/1631260.png,AJ Green,MIL,BC,20,Northern Iowa,213,"6'4""",26,9/27/1999,3,SG
1631323,https://cdn.nba.com/headshots/nba/latest/520x380/1631323.png,Simone Fontecchio,MIA,FC,0,None,209,"6'7""",30,09/12/1995,3,SF
1629723,https://cdn.nba.com/headshots/nba/latest/520x380/1629723.png,John Konchar,UTA,BC,46,Indiana-Purdue Fort Wayne,210,"6'5""",29,3/22/1996,6,SG
1642261,https://cdn.nba.com/headshots/nba/latest/260x190/1642261.png,Dalton Knecht,LAL,FC,4,Tennessee,211,"6'6""",24,4/19/2001,1,SG
201587,https://cdn.nba.com/headshots/nba/latest/520x380/201587.png,Nicolas Batum,LAC,FC,33,None,230,"6'8""",37,12/14/1988,17,PF
1641767,https://cdn.nba.com/headshots/nba/latest/260x190/1641767.png,Ben Sheppard,IND,BC,26,Belmont,190,"6'6""",24,7/16/2001,2,SF
1629006,https://cdn.nba.com/headshots/nba/latest/520x380/1629006.png,Josh Okogie,HOU,BC,20,Georgia Tech,210,"6'4""",28,01/09/1998,7,SG
1628988,https://cdn.nba.com/headshots/nba/latest/260x190/1628988.png,Aaron Holiday,HOU,BC,0,UCLA,185,"6'0""",29,9/30/1996,7,PG
1627780,https://cdn.nba.com/headshots/nba/latest/520x380/1627780.png,Gary Payton II,GSW,BC,0,Oregon State,195,"6'2""",34,01/12/1992,9,PG
1631204,https://cdn.nba.com/headshots/nba/latest/520x380/1631204.png,Marcus Sasser,DET,BC,25,Houston,195,"6'2""",25,9/21/2000,2,PG
1631124,https://cdn.nba.com/headshots/nba/latest/520x380/1631124.png,Julian Strawther,DEN,BC,3,Gonzaga,205,"6'6""",23,4/18/2002,2,SF
203957,https://cdn.nba.com/headshots/nba/latest/520x380/203957.png,Dante Exum,WAS,BC,0,None,214,"6'5""",30,13/07/1995,9,PG
1629731,https://cdn.nba.com/headshots/nba/latest/260x190/1629731.png,Dean Wade,CLE,FC,32,Kansas State,219,"6'9""",29,11/20/1996,6,PF
1628418,https://cdn.nba.com/headshots/nba/latest/520x380/1628418.png,Thomas Bryant,CLE,FC,3,Indiana,255,"6'10""",28,7/31/1997,8,C
1642855,https://cdn.nba.com/headshots/nba/latest/520x380/1642855.png,Noa Essengue,CHI,FC,24,None,194,"6'9""",19,12/18/2006,0,PF
1641750,https://cdn.nba.com/headshots/nba/latest/520x380/1641750.png,Ryan Kalkbrenner,CHA,FC,11,Creighton,257,"7'1""",24,1/17/2002,0,C
1642874,https://cdn.nba.com/headshots/nba/latest/520x380/1642874.png,Danny Wolf,BKN,FC,2,Michigan,255,"6'11""",21,05/05/2004,0,C
1629674,https://cdn.nba.com/headshots/nba/latest/520x380/1629674.png,Neemias Queta,BOS,FC,88,Utah State,260,"7'0""",26,7/13/1999,4,C
1630214,https://cdn.nba.com/headshots/nba/latest/520x380/1630214.png,Xavier Tillman,CHA,FC,26,Michigan State,250,"6'8""",26,12/01/1999,5,C
1641723,https://cdn.nba.com/headshots/nba/latest/520x380/1641723.png,Kobe Bufkin,LAL,BC,18,Michigan,195,"6'4""",22,21/09/2003,3,SG
204060,https://cdn.nba.com/headshots/nba/latest/520x380/204060.png,Joe Ingles,MIN,FC,7,None,240,"6'8""",39,02/10/1987,11,SF
1628963,https://cdn.nba.com/headshots/nba/latest/520x380/1628963.png,Marvin Bagley III,DAL,FC,35,Duke,235,"6'11""",26,3/14/1999,7,PF
1641774,https://cdn.nba.com/headshots/nba/latest/520x380/1641774.png,Tristan Vukcevic,WAS,FC,0,None,241,"7'0""",22,11/03/2003,2,PF
1642860,https://cdn.nba.com/headshots/nba/latest/520x380/1642860.png,Will Riley,WAS,FC,27,Illinois,190,"6'10""",19,10/02/2006,,SF
1631103,https://cdn.nba.com/headshots/nba/latest/520x380/1631103.png,Malaki Branham,WAS,BC,8,Ohio State,205,"6'5""",22,12/05/2003,3,SG
1642262,https://cdn.nba.com/headshots/nba/latest/260x190/1642262.png,Cody Williams,UTA,FC,5,Colorado,190,"6'8""",21,11/20/2004,1,SF
1630572,https://cdn.nba.com/headshots/nba/latest/520x380/1630572.png,Sandro Mamukelashvili,TOR,FC,54,Seton Hall,246,"6'9""",26,5/23/1999,4,PF
1642419,https://cdn.nba.com/headshots/nba/latest/520x380/1642419.png,Jamison Battle,TOR,FC,77,Ohio State,218,"6'6""",24,10/05/2001,1,PF
1630639,https://cdn.nba.com/headshots/nba/latest/520x380/1630639.png,A.J. Lawson,TOR,BC,0,South Carolina,185,"6'6""",25,7/15/2000,3,SG
1630322,https://cdn.nba.com/headshots/nba/latest/520x380/1630322.png,Lindy Waters III,SAS,FC,43,Oklahoma State,205,"6'5""",28,7/28/1997,4,SG
203967,https://cdn.nba.com/headshots/nba/latest/260x190/203967.png,Dario Saric,SAC,FC,20,None,225,"6'10""",31,08/04/1994,9,PF
